tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
1800,BOSS_FIGHT,7890.0,360.0,0.0,70,3,3,7917.0,260.0,3184,1,EXPOSED,0,80,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:3184:8005:304:94:128,core,aim:core
1880,BOSS_FIGHT,7890.0,360.0,0.0,70,3,3,7917.0,260.0,3140,1,REBUILD,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:3140:8005:304:94:128,core,aim:core
1920,BOSS_FIGHT,7890.0,360.0,0.0,70,3,3,7917.0,260.0,3136,1,REBUILD,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:3136:8005:304:94:128,core,aim:core
1990,BOSS_FIGHT,7890.0,360.0,0.0,70,3,3,7917.0,260.0,3128,1,READY,0,0,0,0,0,left-organ:400:7917:383:64:87|right-organ:400:8123:383:64:87|core:3128:8005:304:94:128,core,aim:core
2040,BOSS_FIGHT,7780.0,450.0,0.0,70,3,3,7917.0,260.0,3112,1,READY,0,0,0,0,0,left-organ:340:7917:383:64:87|right-organ:400:8123:383:64:87|core:3112:8005:304:94:128,left-organ,aim:left-organ
2042,BOSS_FIGHT,7780.0,450.0,0.0,70,3,3,7917.0,260.0,3112,1,SPORE_FAN,80,0,0,0,0,left-organ:340:7917:383:64:87|right-organ:400:8123:383:64:87|core:3112:8005:304:94:128,left-organ,aim:left-organ
2129,BOSS_FIGHT,7785.0,450.0,0.0,70,3,3,7917.0,260.0,3061,1,READY,0,0,0,0,8,left-organ:170:7917:383:64:87|right-organ:400:8123:383:64:87|core:3061:8005:304:94:128,left-organ,aim:left-organ
2160,BOSS_FIGHT,7785.0,450.0,0.0,70,3,3,7917.0,260.0,3051,1,READY,0,0,0,0,8,left-organ:135:7917:383:64:87|right-organ:400:8123:383:64:87|core:3051:8005:304:94:128,left-organ,aim:left-organ
2205,BOSS_FIGHT,7785.0,318.6,-2.2,70,3,3,7917.0,260.0,3044,1,LEFT_TENDRIL,82,0,0,0,7,left-organ:110:7917:383:64:87|right-organ:400:8123:383:64:87|core:3044:8005:304:94:128,left-organ,aim:left-organ
2271,BOSS_FIGHT,7715.0,450.0,0.0,70,3,3,7917.0,260.0,3001,1,READY,0,0,0,0,3,left-organ:0:7917:383:64:87|right-organ:400:8123:383:64:87|core:3001:8005:304:94:128,left-organ,evade:LEFT_TENDRIL
2280,BOSS_FIGHT,7740.0,450.0,0.0,70,3,3,7917.0,260.0,3001,1,READY,0,0,0,0,3,left-organ:0:7917:383:64:87|right-organ:400:8123:383:64:87|core:3001:8005:304:94:128,right-organ,aim:right-organ
2327,BOSS_FIGHT,7960.0,450.0,0.0,65,3,3,7917.0,260.0,2977,1,READY,0,0,0,0,3,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:2977:8005:304:94:128,right-organ,damage:aim:right-organ
2344,BOSS_FIGHT,7975.0,450.0,0.0,65,3,3,7917.0,260.0,2966,1,HATCH,95,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:300:8123:383:64:87|core:2966:8005:304:94:128,right-organ,aim:right-organ
2400,BOSS_FIGHT,7975.0,450.0,0.0,65,3,3,7917.0,260.0,2941,1,HATCH,42,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:225:8123:383:64:87|core:2941:8005:304:94:128,right-organ,aim:right-organ
2445,BOSS_FIGHT,7975.0,450.0,0.0,60,3,3,7917.0,260.0,2917,1,HATCH,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:2917:8005:304:94:128,right-organ,damage:aim:right-organ
2446,BOSS_FIGHT,7975.0,450.0,0.0,60,3,3,7917.0,260.0,2917,1,READY,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:2917:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
2511,BOSS_FIGHT,7980.0,450.0,0.0,55,3,3,7917.0,260.0,2896,1,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:100:8123:383:64:87|core:2896:8005:304:94:128,right-organ,damage:aim:right-organ
2520,BOSS_FIGHT,7980.0,450.0,0.0,55,3,3,7917.0,260.0,2896,1,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:100:8123:383:64:87|core:2896:8005:304:94:128,right-organ,aim:right-organ
2528,BOSS_FIGHT,7980.0,450.0,0.0,55,3,3,7917.0,260.0,2883,1,RIGHT_TENDRIL,82,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:50:8123:383:64:87|core:2883:8005:304:94:128,right-organ,aim:right-organ
2583,BOSS_FIGHT,7910.0,450.0,0.0,55,3,3,7917.0,260.0,2861,1,EXPOSED,0,260,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2861:8005:304:94:128,right-organ,evade:RIGHT_TENDRIL
2640,BOSS_FIGHT,7890.0,360.0,0.0,55,3,3,7917.0,260.0,2839,1,EXPOSED,0,208,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2839:8005:304:94:128,core,aim:core
2760,BOSS_FIGHT,7890.0,360.0,0.0,55,3,3,7917.0,260.0,2751,1,EXPOSED,0,88,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2751:8005:304:94:128,core,aim:core
2848,BOSS_FIGHT,7890.0,360.0,0.0,55,3,3,7917.0,260.0,2707,1,REBUILD,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2707:8005:304:94:128,core,aim:core
2880,BOSS_FIGHT,7890.0,360.0,0.0,55,3,3,7917.0,260.0,2703,1,REBUILD,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2703:8005:304:94:128,core,aim:core
2958,BOSS_FIGHT,7890.0,360.0,0.0,55,3,3,7917.0,260.0,2695,1,READY,0,0,0,0,0,left-organ:400:7917:383:64:87|right-organ:400:8123:383:64:87|core:2695:8005:304:94:128,core,aim:core
3000,BOSS_FIGHT,7785.0,450.0,0.0,55,3,3,7917.0,260.0,2685,1,READY,0,0,0,0,0,left-organ:365:7917:383:64:87|right-organ:400:8123:383:64:87|core:2685:8005:304:94:128,left-organ,aim:left-organ
3009,BOSS_FIGHT,7780.0,450.0,0.0,55,3,3,7917.0,260.0,2685,1,SPORE_FAN,80,0,0,0,0,left-organ:365:7917:383:64:87|right-organ:400:8123:383:64:87|core:2685:8005:304:94:128,left-organ,aim:left-organ
3095,BOSS_FIGHT,7785.0,450.0,0.0,55,3,3,7917.0,260.0,2641,1,READY,0,0,0,0,8,left-organ:210:7917:383:64:87|right-organ:400:8123:383:64:87|core:2641:8005:304:94:128,left-organ,aim:left-organ
3120,BOSS_FIGHT,7785.0,450.0,0.0,55,3,3,7917.0,260.0,2634,1,READY,0,0,0,0,8,left-organ:185:7917:383:64:87|right-organ:400:8123:383:64:87|core:2634:8005:304:94:128,left-organ,aim:left-organ
3171,BOSS_FIGHT,7785.0,318.6,-2.2,55,3,3,7917.0,260.0,2621,1,LEFT_TENDRIL,82,0,0,0,8,left-organ:140:7917:383:64:87|right-organ:400:8123:383:64:87|core:2621:8005:304:94:128,left-organ,aim:left-organ
3221,BOSS_FIGHT,7710.0,450.0,0.0,55,3,3,7917.0,260.0,2588,2,RECONFIGURE,0,0,0,0,4,left-organ:55:7917:383:64:87|right-organ:400:8123:383:64:87|core:2588:8005:304:94:128,left-organ,evade:LEFT_TENDRIL
3240,BOSS_FIGHT,7770.0,450.0,0.0,55,3,3,7917.0,260.0,2581,2,RECONFIGURE,0,0,0,0,4,left-organ:30:7917:383:64:87|right-organ:400:8123:383:64:87|core:2581:8005:304:94:128,left-organ,aim:left-organ
3320,BOSS_FIGHT,7975.0,450.0,0.0,50,3,3,7917.0,260.0,2536,2,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:300:8123:383:64:87|core:2536:8005:304:94:128,right-organ,damage:aim:right-organ
3360,BOSS_FIGHT,7975.0,450.0,0.0,50,3,3,7917.0,260.0,2512,2,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:225:8123:383:64:87|core:2512:8005:304:94:128,right-organ,aim:right-organ
3373,BOSS_FIGHT,7975.0,450.0,0.0,50,3,3,7917.0,260.0,2512,2,HATCH,95,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:225:8123:383:64:87|core:2512:8005:304:94:128,right-organ,aim:right-organ
3455,BOSS_FIGHT,7975.0,450.0,0.0,50,3,3,7917.0,260.0,2445,2,EXPOSED,0,260,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2445:8005:304:94:128,right-organ,aim:right-organ
3480,BOSS_FIGHT,7885.0,317.0,-1.6,50,3,3,7917.0,260.0,2423,2,EXPOSED,0,240,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2423:8005:304:94:128,core,aim:core
3600,BOSS_FIGHT,7885.0,360.0,0.0,50,3,3,7917.0,260.0,2357,2,EXPOSED,0,120,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2357:8005:304:94:128,core,aim:core
3720,BOSS_FIGHT,7885.0,360.0,0.0,50,3,3,7917.0,260.0,2291,2,REBUILD,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:2291:8005:304:94:128,core,aim:core
3830,BOSS_FIGHT,7885.0,360.0,0.0,50,3,3,7917.0,260.0,2279,2,READY,0,0,0,0,0,left-organ:400:7917:383:64:87|right-organ:400:8123:383:64:87|core:2279:8005:304:94:128,core,aim:core
3840,BOSS_FIGHT,7835.0,360.0,0.0,50,3,3,7917.0,260.0,2279,2,READY,0,0,0,0,0,left-organ:400:7917:383:64:87|right-organ:400:8123:383:64:87|core:2279:8005:304:94:128,left-organ,aim:left-organ
3881,BOSS_FIGHT,7785.0,450.0,0.0,50,3,3,7917.0,260.0,2265,2,RIGHT_TENDRIL,82,0,0,0,0,left-organ:365:7917:383:64:87|right-organ:400:8123:383:64:87|core:2265:8005:304:94:128,left-organ,aim:left-organ
3960,BOSS_FIGHT,7715.0,450.0,0.0,50,3,3,7917.0,260.0,2238,2,RIGHT_TENDRIL,6,0,0,0,0,left-organ:270:7917:383:64:87|right-organ:400:8123:383:64:87|core:2238:8005:304:94:128,left-organ,evade:RIGHT_TENDRIL
3986,BOSS_FIGHT,7715.0,450.0,0.0,50,3,3,7917.0,260.0,2225,2,READY,0,0,0,0,0,left-organ:220:7917:383:64:87|right-organ:400:8123:383:64:87|core:2225:8005:304:94:128,left-organ,evade:RIGHT_TENDRIL
4056,BOSS_FIGHT,7770.0,450.0,0.0,50,3,3,7917.0,260.0,2179,2,SPORE_FAN,80,0,0,0,0,left-organ:50:7917:383:64:87|right-organ:400:8123:383:64:87|core:2179:8005:304:94:128,left-organ,aim:left-organ
4080,BOSS_FIGHT,7770.0,450.0,0.0,50,3,3,7917.0,260.0,2169,2,SPORE_FAN,57,0,0,0,0,left-organ:15:7917:383:64:87|right-organ:400:8123:383:64:87|core:2169:8005:304:94:128,left-organ,aim:left-organ
4143,BOSS_FIGHT,7975.0,450.0,0.0,45,3,3,7917.0,260.0,2134,2,SPORE_FAN,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:350:8123:383:64:87|core:2134:8005:304:94:128,right-organ,damage:aim:right-organ
4144,BOSS_FIGHT,7975.0,450.0,0.0,45,3,3,7917.0,260.0,2134,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:350:8123:383:64:87|core:2134:8005:304:94:128,right-organ,aim:right-organ
4200,BOSS_FIGHT,7975.0,360.0,0.0,45,3,3,7917.0,260.0,2083,2,READY,0,0,0,0,4,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:2083:8005:304:94:128,right-organ,aim:right-organ
4208,BOSS_FIGHT,7975.0,360.0,0.0,40,3,3,7917.0,260.0,2083,2,READY,0,0,0,0,4,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:2083:8005:304:94:128,right-organ,damage:aim:right-organ
4213,BOSS_FIGHT,7975.0,360.0,0.0,40,3,3,7917.0,260.0,2083,2,SPORE_FAN,80,0,0,0,4,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:2083:8005:304:94:128,right-organ,aim:right-organ
4301,BOSS_FIGHT,7975.0,360.0,0.0,35,3,3,7917.0,260.0,1991,2,SPORE_FAN,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1991:8005:304:94:128,right-organ,damage:aim:right-organ
4302,BOSS_FIGHT,7975.0,360.0,-13.0,35,3,3,7917.0,260.0,1991,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1991:8005:304:94:128,right-organ,aim:right-organ:jump
4320,BOSS_FIGHT,7975.0,228.6,-2.2,35,3,3,7917.0,260.0,1991,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1991:8005:304:94:128,right-organ,aim:right-organ
4362,BOSS_FIGHT,7975.0,360.0,0.0,30,3,3,7917.0,260.0,1977,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1977:8005:304:94:128,right-organ,damage:aim:right-organ
4367,BOSS_FIGHT,7975.0,360.0,0.0,30,3,3,7917.0,260.0,1967,2,HATCH,95,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1967:8005:304:94:128,right-organ,aim:right-organ
4440,BOSS_FIGHT,7975.0,360.0,0.0,30,3,3,7917.0,260.0,1929,2,HATCH,26,0,0,0,6,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1929:8005:304:94:128,right-organ,aim:right-organ
4468,BOSS_FIGHT,7975.0,360.0,0.0,25,3,3,7917.0,260.0,1905,2,HATCH,0,0,0,1,6,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1905:8005:304:94:128,right-organ,damage:aim:right-organ
4469,BOSS_FIGHT,7980.0,360.6,0.6,25,3,3,7917.0,260.0,1905,2,READY,0,0,0,1,6,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1905:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
4530,BOSS_FIGHT,7980.0,450.0,0.0,20,3,3,7917.0,260.0,1877,2,READY,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1877:8005:304:94:128,enemy:LURKER,damage:aim:enemy:LURKER
4535,BOSS_FIGHT,7980.0,450.0,0.0,20,3,3,7917.0,260.0,1877,2,RIGHT_TENDRIL,82,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1877:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
4560,BOSS_FIGHT,7915.0,353.0,-7.0,20,3,3,7917.0,260.0,1873,2,RIGHT_TENDRIL,57,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1873:8005:304:94:128,enemy:LURKER,evade:RIGHT_TENDRIL
4640,BOSS_FIGHT,7815.0,450.0,0.0,20,3,3,7917.0,260.0,1859,2,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:325:8123:383:64:87|core:1859:8005:304:94:128,right-organ,evade:RIGHT_TENDRIL
4670,BOSS_FIGHT,7960.0,450.0,0.0,15,3,3,7917.0,260.0,1848,2,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:300:8123:383:64:87|core:1848:8005:304:94:128,right-organ,damage:aim:right-organ
4680,BOSS_FIGHT,7975.0,450.0,0.0,15,3,3,7917.0,260.0,1837,2,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:275:8123:383:64:87|core:1837:8005:304:94:128,right-organ,aim:right-organ
4707,BOSS_FIGHT,7975.0,450.0,0.0,15,3,3,7917.0,260.0,1830,2,SPORE_FAN,80,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:250:8123:383:64:87|core:1830:8005:304:94:128,right-organ,aim:right-organ
4794,BOSS_FIGHT,7975.0,450.0,0.0,10,3,3,7917.0,260.0,1765,2,SPORE_FAN,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:50:8123:383:64:87|core:1765:8005:304:94:128,right-organ,damage:aim:right-organ
4796,BOSS_FIGHT,7975.0,450.0,0.0,10,3,3,7917.0,260.0,1765,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:50:8123:383:64:87|core:1765:8005:304:94:128,right-organ,aim:right-organ
4800,BOSS_FIGHT,7975.0,450.0,0.0,10,3,3,7917.0,260.0,1765,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:50:8123:383:64:87|core:1765:8005:304:94:128,right-organ,aim:right-organ
4801,BOSS_FIGHT,7975.0,450.0,0.0,10,3,2,7917.0,260.0,1465,2,EXPOSED,0,260,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1465:8005:304:94:128,right-organ,aim:right-organ:jump:bomb
4895,BOSS_FIGHT,7890.0,360.0,0.0,10,3,2,7917.0,260.0,1142,3,RECONFIGURE,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1142:8005:344:94:132,core,aim:core
