tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
837,BOSS_FIGHT,7340.0,384.6,-9.4,90,3,3,7407.0,320.0,3010,1,COOLING,0,0,0,0,0,armor-plate:214:7409:367:62:91|heat-vent:100:7585:406:54:63|core:3010:7481:382:96:82,armor-plate,aim:armor-plate
840,BOSS_FIGHT,7340.0,367.6,-8.2,90,3,3,7407.0,320.0,3001,1,COOLING,0,0,0,0,0,armor-plate:189:7409:367:62:91|heat-vent:100:7585:406:54:63|core:3001:7481:382:96:82,armor-plate,aim:armor-plate
956,BOSS_FIGHT,7345.0,373.0,8.0,90,3,3,7407.0,320.0,2943,1,MAGMA_MORTAR,100,0,0,0,0,armor-plate:139:7409:367:62:91|heat-vent:100:7585:406:54:63|core:2943:7481:382:96:82,armor-plate,aim:armor-plate
960,BOSS_FIGHT,7360.0,400.6,9.8,90,3,3,7407.0,320.0,2925,1,MAGMA_MORTAR,97,0,0,0,0,armor-plate:89:7409:367:62:91|heat-vent:100:7585:406:54:63|core:2925:7481:382:96:82,armor-plate,evade:MAGMA_MORTAR
1060,BOSS_FIGHT,7525.0,384.6,-9.4,85,3,3,7407.0,320.0,2886,1,MAGMA_MORTAR,0,0,0,0,3,armor-plate:64:7409:367:62:91|heat-vent:100:7585:406:54:63|core:2886:7481:382:96:82,armor-plate,damage:evade:MAGMA_MORTAR
1080,BOSS_FIGHT,7520.0,320.0,2.0,85,3,3,7407.0,320.0,2871,1,MAGMA_MORTAR,0,0,0,0,3,armor-plate:64:7409:367:62:91|heat-vent:100:7585:406:54:63|core:2871:7481:382:96:82,armor-plate,evade:MAGMA_MORTAR
1119,BOSS_FIGHT,7520.0,316.0,-1.0,85,3,3,7407.0,320.0,2856,1,COOLING,0,0,0,0,0,armor-plate:64:7409:367:62:91|heat-vent:100:7585:406:54:63|core:2856:7481:382:96:82,armor-plate,evade:MAGMA_MORTAR
1129,BOSS_FIGHT,7470.0,339.0,5.0,80,3,3,7407.0,320.0,2856,1,COOLING,0,0,0,0,0,armor-plate:64:7409:367:62:91|heat-vent:100:7585:406:54:63|core:2856:7481:382:96:82,armor-plate,damage:aim:armor-plate
1200,BOSS_FIGHT,7675.0,450.0,0.0,80,3,3,7407.0,320.0,2629,1,COOLING,0,0,25,0,0,armor-plate:0:7409:367:62:91|heat-vent:75:7585:406:54:63|core:2629:7481:382:96:82,heat-vent,aim:heat-vent
1320,BOSS_FIGHT,7715.0,450.0,0.0,80,3,3,7407.0,320.0,2349,1,COOLING,0,0,60,0,0,armor-plate:0:7409:367:62:91|heat-vent:40:7585:406:54:63|core:2349:7481:382:96:82,heat-vent,aim:heat-vent
1434,BOSS_FIGHT,7715.0,450.0,0.0,80,3,3,7407.0,320.0,2149,1,DRILL_CHARGE,80,0,60,0,0,armor-plate:0:7583:367:62:91|heat-vent:40:7415:406:54:63|core:2149:7481:382:96:82,heat-vent,aim:heat-vent
1440,BOSS_FIGHT,7685.0,450.0,0.0,80,3,3,7407.0,320.0,2149,1,DRILL_CHARGE,74,0,60,0,0,armor-plate:0:7583:367:62:91|heat-vent:40:7415:406:54:63|core:2149:7481:382:96:82,heat-vent,evade:DRILL_CHARGE
1449,BOSS_FIGHT,7655.0,450.0,0.0,80,3,3,7407.0,320.0,2109,2,RECONFIGURE,0,0,65,0,0,armor-plate:0:7583:367:62:91|heat-vent:35:7415:406:54:63|core:2109:7481:382:96:82,heat-vent,evade:DRILL_CHARGE
1542,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,1909,2,READY,0,0,90,0,0,armor-plate:0:7583:367:62:91|heat-vent:10:7415:406:54:63|core:1909:7481:382:96:82,heat-vent,aim:heat-vent
1560,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,1909,2,READY,0,0,90,0,0,armor-plate:0:7583:367:62:91|heat-vent:10:7415:406:54:63|core:1909:7481:382:96:82,heat-vent,aim:heat-vent
1592,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,1909,2,MAGMA_MORTAR,100,0,90,0,0,armor-plate:0:7583:367:62:91|heat-vent:10:7415:406:54:63|core:1909:7481:382:96:82,heat-vent,aim:heat-vent
1595,BOSS_FIGHT,7360.0,450.0,0.0,80,3,3,7407.0,320.0,1829,2,OVERHEATED,0,190,100,0,0,armor-plate:0:7583:367:62:91|heat-vent:0:7415:406:54:63|core:1829:7481:382:96:82,heat-vent,evade:MAGMA_MORTAR:melee
1680,BOSS_FIGHT,7360.0,365.0,7.4,80,3,3,7407.0,320.0,1749,2,OVERHEATED,0,112,100,0,0,armor-plate:0:7583:367:62:91|heat-vent:0:7415:406:54:63|core:1749:7481:382:96:82,core,aim:core
1796,BOSS_FIGHT,7360.0,320.8,-2.8,80,3,3,7407.0,320.0,1619,2,READY,0,0,0,0,0,armor-plate:0:7583:367:62:91|heat-vent:100:7415:406:54:63|core:1619:7481:382:96:82,core,aim:core
1800,BOSS_FIGHT,7340.0,315.6,-0.4,80,3,3,7407.0,320.0,1619,2,READY,0,0,0,0,0,armor-plate:0:7583:367:62:91|heat-vent:100:7415:406:54:63|core:1619:7481:382:96:82,heat-vent,aim:heat-vent
1863,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,1539,2,COOLING,0,0,10,0,0,armor-plate:0:7583:367:62:91|heat-vent:90:7415:406:54:63|core:1539:7481:382:96:82,heat-vent,aim:heat-vent
1920,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,1419,2,COOLING,0,0,25,0,0,armor-plate:0:7583:367:62:91|heat-vent:75:7415:406:54:63|core:1419:7481:382:96:82,heat-vent,aim:heat-vent
2040,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,1019,2,COOLING,0,0,75,0,0,armor-plate:0:7583:367:62:91|heat-vent:25:7415:406:54:63|core:1019:7481:382:96:82,heat-vent,aim:heat-vent
2057,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,979,2,DRILL_CHARGE,80,0,55,0,0,armor-plate:0:7583:367:62:91|heat-vent:45:7415:406:54:63|core:979:7481:382:96:82,heat-vent,aim:heat-vent
2065,BOSS_FIGHT,7340.0,450.0,0.0,80,3,3,7407.0,320.0,899,3,RECONFIGURE,0,0,65,0,0,armor-plate:0:7583:367:62:91|heat-vent:35:7415:406:54:63|core:899:7481:382:96:82,heat-vent,aim:heat-vent
2160,BOSS_FIGHT,7340.0,450.0,0.0,80,3,3,7407.0,320.0,699,3,READY,0,0,90,0,0,armor-plate:0:7583:367:62:91|heat-vent:10:7415:406:54:63|core:699:7481:382:96:82,heat-vent,aim:heat-vent
2196,BOSS_FIGHT,7345.0,450.0,0.0,80,3,3,7407.0,320.0,579,3,OVERHEATED,0,190,100,0,0,armor-plate:0:7583:367:62:91|heat-vent:0:7415:406:54:63|core:579:7481:382:96:82,heat-vent,aim:heat-vent
2280,BOSS_FIGHT,7350.0,357.6,6.8,80,3,2,7407.0,320.0,79,3,OVERHEATED,0,113,100,0,0,armor-plate:0:7583:367:62:91|heat-vent:0:7415:406:54:63|core:79:7481:382:96:82,core,aim:core
2294,BOSS_FIGHT,7350.0,414.6,-11.2,80,3,2,7407.0,320.0,0,3,OVERHEATED,0,0,100,0,0,,core,END:BOSS_DEFEATED
