tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
717,BOSS_FIGHT,7990.0,360.0,0.0,85,3,3,7907.0,298.0,1922,1,CROSSBEAM,78,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8129:360:58:108|core:1922:8017:332:64:68,right-arm,aim:right-arm
720,BOSS_FIGHT,7995.0,360.0,0.0,85,3,3,7907.0,298.0,1922,1,CROSSBEAM,75,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8129:360:58:108|core:1922:8017:332:64:68,right-arm,aim:right-arm
801,BOSS_FIGHT,7990.0,360.0,0.0,80,3,3,7907.0,298.0,1820,1,CROSSBEAM,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8129:360:58:108|core:1820:8017:332:64:68,right-arm,damage:aim:right-arm
830,BOSS_FIGHT,7990.0,360.0,0.0,80,3,3,7907.0,298.0,1769,1,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8129:360:58:108|core:1769:8017:332:64:68,right-arm,aim:right-arm
840,BOSS_FIGHT,7990.0,360.0,0.0,80,3,3,7907.0,298.0,1769,1,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8129:360:58:108|core:1769:8017:332:64:68,right-arm,aim:right-arm
867,BOSS_FIGHT,7990.0,360.0,0.0,75,3,3,7907.0,298.0,1718,1,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8129:360:58:108|core:1718:8017:332:64:68,right-arm,damage:aim:right-arm
910,BOSS_FIGHT,7990.0,360.0,0.0,75,3,3,7907.0,298.0,1667,1,RIGHT_STAMP,72,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8129:360:58:108|core:1667:8017:332:64:68,right-arm,aim:right-arm
960,BOSS_FIGHT,7875.0,360.0,0.0,75,3,3,7907.0,298.0,1646,1,RIGHT_STAMP,23,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:155:8012:299:58:108|core:1646:8017:332:64:68,right-arm,aim:right-arm
1003,BOSS_FIGHT,7840.0,360.0,0.0,75,3,3,7907.0,298.0,1630,1,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:95:8129:360:58:108|core:1630:8017:332:64:68,right-arm,aim:right-arm
1012,BOSS_FIGHT,7870.0,360.0,0.0,75,3,3,7907.0,298.0,1624,2,RECONFIGURE,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:95:8129:360:58:108|core:1624:8017:332:64:68,right-arm,aim:right-arm
1080,BOSS_FIGHT,7975.0,360.0,0.0,75,3,3,7907.0,298.0,1537,2,RECONFIGURE,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:95:8129:360:58:108|core:1537:8017:332:64:68,right-arm,aim:right-arm
1108,BOSS_FIGHT,7975.0,360.0,0.0,75,3,3,7907.0,298.0,1522,2,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:95:8129:360:58:108|core:1522:8017:332:64:68,right-arm,aim:right-arm
1161,BOSS_FIGHT,7975.0,360.0,0.0,75,3,3,7907.0,298.0,1465,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:95:8129:360:58:108|core:1465:8017:332:64:68,right-arm,aim:right-arm
1200,BOSS_FIGHT,8025.0,331.0,-4.6,75,3,3,7907.0,298.0,1425,2,GIRDER_FALL,49,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:60:8129:360:58:108|core:1425:8017:332:64:68,right-arm,evade:GIRDER_FALL
1252,BOSS_FIGHT,8025.0,317.0,-1.6,70,3,3,7907.0,298.0,1382,2,GIRDER_FALL,0,0,0,0,2,left-arm:0:7907:360:58:108|right-arm:35:8129:360:58:108|core:1382:8017:332:64:68,right-arm,damage:evade:GIRDER_FALL
1271,BOSS_FIGHT,8025.0,390.8,9.2,70,3,3,7907.0,298.0,1367,2,READY,0,0,0,0,2,left-arm:0:7907:360:58:108|right-arm:35:8129:360:58:108|core:1367:8017:332:64:68,right-arm,evade:GIRDER_FALL
1315,BOSS_FIGHT,7995.0,360.0,0.0,65,3,3,7907.0,298.0,1328,2,READY,0,0,0,0,2,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1328:8017:332:64:68,right-arm,damage:aim:right-arm
1320,BOSS_FIGHT,7990.0,360.0,0.0,65,3,3,7907.0,298.0,1328,2,READY,0,0,0,0,2,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1328:8017:332:64:68,right-arm,aim:right-arm
1378,BOSS_FIGHT,7995.0,360.0,0.0,60,3,3,7907.0,298.0,1277,2,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1277:8017:332:64:68,right-arm,damage:aim:right-arm
1386,BOSS_FIGHT,7990.0,360.0,0.0,60,3,3,7907.0,298.0,1256,2,CROSSBEAM,78,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1256:8017:332:64:68,right-arm,aim:right-arm
1440,BOSS_FIGHT,7995.0,360.0,0.0,60,3,3,7907.0,298.0,1205,2,CROSSBEAM,27,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1205:8017:332:64:68,right-arm,aim:right-arm
1468,BOSS_FIGHT,7990.0,360.0,0.0,55,3,3,7907.0,298.0,1184,2,CROSSBEAM,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1184:8017:332:64:68,right-arm,damage:aim:right-arm
1496,BOSS_FIGHT,7990.0,360.0,0.0,55,3,3,7907.0,298.0,1148,2,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1148:8017:332:64:68,right-arm,aim:right-arm
1532,BOSS_FIGHT,7990.0,360.0,0.0,50,3,3,7907.0,298.0,1118,2,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1118:8017:332:64:68,right-arm,damage:aim:right-arm
1560,BOSS_FIGHT,7990.0,360.0,0.0,50,3,3,7907.0,298.0,1082,2,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1082:8017:332:64:68,right-arm,aim:right-arm
1564,BOSS_FIGHT,7990.0,360.0,0.0,50,3,3,7907.0,298.0,1082,2,RIGHT_STAMP,72,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:25:8129:360:58:108|core:1082:8017:332:64:68,right-arm,aim:right-arm
1655,BOSS_FIGHT,7840.0,360.0,0.0,50,3,3,7907.0,298.0,1055,2,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:5:8129:360:58:108|core:1055:8017:332:64:68,right-arm,aim:right-arm
1680,BOSS_FIGHT,7955.0,360.0,0.0,50,3,3,7907.0,298.0,1025,2,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:5:8129:360:58:108|core:1025:8017:332:64:68,right-arm,aim:right-arm
1724,BOSS_FIGHT,7975.0,360.0,0.0,50,3,3,7907.0,298.0,968,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:5:8129:360:58:108|core:968:8017:332:64:68,right-arm,aim:right-arm
1743,BOSS_FIGHT,8025.0,432.0,9.0,50,3,3,7907.0,298.0,955,2,EXPOSED,0,240,0,0,0,left-arm:0:7907:360:58:108|right-arm:0:8129:360:58:108|core:955:8017:332:64:68,right-arm,evade:GIRDER_FALL
1800,BOSS_FIGHT,7885.0,360.0,0.0,50,3,3,7907.0,298.0,835,2,EXPOSED,0,190,0,0,0,left-arm:0:7907:360:58:108|right-arm:0:8129:360:58:108|core:835:8017:332:64:68,core,aim:core
1828,BOSS_FIGHT,7880.0,360.0,0.0,50,3,3,7907.0,298.0,715,3,RECONFIGURE,0,168,0,0,0,left-arm:0:7907:360:58:108|right-arm:0:8129:360:58:108|core:715:8017:332:64:68,core,aim:core
1920,BOSS_FIGHT,7880.0,360.0,0.0,50,3,2,7907.0,298.0,25,3,RECONFIGURE,0,168,0,0,0,left-arm:0:7907:360:58:108|right-arm:0:8129:360:58:108|core:25:8017:332:64:68,core,aim:core
1926,BOSS_FIGHT,7885.0,360.0,0.0,50,3,2,7907.0,298.0,0,3,RECONFIGURE,0,0,0,0,0,,core,END:BOSS_DEFEATED
