tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
601,BOSS_FIGHT,10307.0,331.0,-4.6,82,3,3,10207.0,298.0,3413,1,GIRDER_FALL,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:285:10429:360:58:108|core:3413:10317:332:64:68,right-arm,damage:evade:GIRDER_FALL
620,BOSS_FIGHT,10327.0,350.8,6.2,82,3,3,10207.0,298.0,3392,1,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:285:10429:360:58:108|core:3392:10317:332:64:68,right-arm,evade:GIRDER_FALL
663,BOSS_FIGHT,10274.0,344.6,5.6,64,3,3,10207.0,298.0,3386,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:285:10429:360:58:108|core:3386:10317:332:64:68,right-arm,damage:aim:right-arm
720,BOSS_FIGHT,10279.0,422.0,11.0,64,3,3,10207.0,298.0,3320,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:285:10429:360:58:108|core:3320:10317:332:64:68,right-arm,aim:right-arm
722,BOSS_FIGHT,10279.0,445.8,12.2,64,3,3,10207.0,298.0,3314,1,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:285:10429:360:58:108|core:3314:10317:332:64:68,right-arm,aim:right-arm
835,BOSS_FIGHT,10279.0,331.0,-4.6,64,3,3,10207.0,298.0,3192,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:210:10429:360:58:108|core:3192:10317:332:64:68,right-arm,aim:right-arm
840,BOSS_FIGHT,10279.0,318.6,-2.2,64,3,3,10207.0,298.0,3177,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:210:10429:360:58:108|core:3177:10317:332:64:68,right-arm,aim:right-arm
902,BOSS_FIGHT,10279.0,344.6,5.6,64,3,3,10207.0,298.0,3090,1,RIGHT_STAMP,72,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:210:10429:360:58:108|core:3090:10317:332:64:68,right-arm,aim:right-arm
960,BOSS_FIGHT,10154.0,360.0,0.0,64,3,3,10207.0,298.0,3066,1,RIGHT_STAMP,15,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:200:10287:288:58:108|core:3066:10317:332:64:68,right-arm,aim:right-arm
993,BOSS_FIGHT,10129.0,360.0,0.0,64,3,3,10207.0,298.0,3066,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:200:10429:360:58:108|core:3066:10317:332:64:68,right-arm,aim:right-arm
1059,BOSS_FIGHT,10279.0,320.8,-2.8,64,3,3,10207.0,298.0,2979,1,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:200:10429:360:58:108|core:2979:10317:332:64:68,right-arm,aim:right-arm
1080,BOSS_FIGHT,10334.0,390.8,9.2,64,3,3,10207.0,298.0,2958,1,GIRDER_FALL,65,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:200:10429:360:58:108|core:2958:10317:332:64:68,right-arm,evade:GIRDER_FALL
1149,BOSS_FIGHT,10352.0,331.0,-4.6,46,3,3,10207.0,298.0,2897,1,GIRDER_FALL,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:165:10429:360:58:108|core:2897:10317:332:64:68,right-arm,damage:evade:GIRDER_FALL
1169,BOSS_FIGHT,10352.0,350.8,6.2,46,3,3,10207.0,298.0,2867,1,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:165:10429:360:58:108|core:2867:10317:332:64:68,right-arm,evade:GIRDER_FALL
1200,BOSS_FIGHT,10287.0,317.0,-1.6,46,3,3,10207.0,298.0,2861,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:165:10429:360:58:108|core:2861:10317:332:64:68,right-arm,aim:right-arm
1211,BOSS_FIGHT,10274.0,339.0,5.0,28,3,3,10207.0,298.0,2861,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:165:10429:360:58:108|core:2861:10317:332:64:68,right-arm,damage:aim:right-arm
1270,BOSS_FIGHT,10279.0,445.8,12.2,28,3,3,10207.0,298.0,2812,1,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:140:10429:360:58:108|core:2812:10317:332:64:68,right-arm,aim:right-arm
1320,BOSS_FIGHT,10279.0,425.8,-11.8,28,3,3,10207.0,298.0,2784,1,CROSSBEAM,30,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:115:10429:360:58:108|core:2784:10317:332:64:68,right-arm,aim:right-arm
1379,BOSS_FIGHT,10279.0,331.0,-4.6,28,3,3,10207.0,298.0,2728,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:65:10429:360:58:108|core:2728:10317:332:64:68,right-arm,aim:right-arm
1440,BOSS_FIGHT,10279.0,325.8,3.2,28,3,3,10207.0,298.0,2685,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:40:10429:360:58:108|core:2685:10317:332:64:68,right-arm,aim:right-arm
1444,BOSS_FIGHT,10279.0,344.6,5.6,28,3,3,10207.0,298.0,2685,1,RIGHT_STAMP,72,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:40:10429:360:58:108|core:2685:10317:332:64:68,right-arm,aim:right-arm
1504,BOSS_FIGHT,10149.0,360.0,0.0,28,3,3,10207.0,298.0,2660,1,EXPOSED,0,240,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2660:10317:332:64:68,right-arm,aim:right-arm
1560,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,2540,1,EXPOSED,0,193,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2540:10317:332:64:68,core,aim:core
1576,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,2420,2,RECONFIGURE,0,181,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2420:10317:332:64:68,core,aim:core
1676,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,2030,2,READY,0,181,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2030:10317:332:64:68,core,aim:core
1680,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,2030,2,READY,0,177,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2030:10317:332:64:68,core,aim:core
1800,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,1570,2,READY,0,69,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1570:10317:332:64:68,core,aim:core
1877,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,1330,2,REBUILD,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1330:10317:332:64:68,core,aim:core
1920,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,1294,2,REBUILD,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1294:10317:332:64:68,core,aim:core
1973,BOSS_FIGHT,10169.0,360.0,0.0,28,3,3,10207.0,298.0,1222,2,READY,0,0,0,0,0,left-arm:380:10207:360:58:108|right-arm:380:10429:360:58:108|core:1222:10317:332:64:68,core,aim:core
1997,BOSS_FIGHT,10069.0,360.0,0.0,28,3,3,10207.0,298.0,1222,2,GIRDER_FALL,85,0,0,0,0,left-arm:380:10207:360:58:108|right-arm:380:10429:360:58:108|core:1222:10317:332:64:68,left-arm,aim:left-arm
2040,BOSS_FIGHT,10124.0,360.0,0.0,28,3,3,10207.0,298.0,1193,2,GIRDER_FALL,45,0,0,0,0,left-arm:295:10207:360:58:108|right-arm:380:10429:360:58:108|core:1193:10317:332:64:68,left-arm,evade:GIRDER_FALL
2108,BOSS_FIGHT,10124.0,360.0,0.0,28,3,3,10207.0,298.0,1153,2,READY,0,0,0,0,2,left-arm:170:10207:360:58:108|right-arm:380:10429:360:58:108|core:1153:10317:332:64:68,left-arm,evade:GIRDER_FALL
2126,BOSS_FIGHT,10069.0,360.0,-13.0,28,3,2,10207.0,298.0,850,3,RECONFIGURE,0,0,0,0,0,left-arm:60:10207:360:58:108|right-arm:280:10429:360:58:108|core:850:10317:332:64:68,left-arm,aim:left-arm
2160,BOSS_FIGHT,10069.0,275.0,7.4,28,3,2,10207.0,298.0,850,3,RECONFIGURE,0,0,0,0,0,left-arm:60:10207:360:58:108|right-arm:280:10429:360:58:108|core:850:10317:332:64:68,left-arm,aim:left-arm
2216,BOSS_FIGHT,10069.0,360.0,0.0,28,3,2,10207.0,298.0,841,3,READY,0,0,0,0,0,left-arm:50:10207:360:58:108|right-arm:280:10429:360:58:108|core:841:10317:332:64:68,left-arm,aim:left-arm
2257,BOSS_FIGHT,10074.0,360.0,0.0,28,3,2,10207.0,298.0,835,3,LEFT_STAMP,72,0,0,0,0,left-arm:50:10207:360:58:108|right-arm:280:10429:360:58:108|core:835:10317:332:64:68,left-arm,aim:left-arm
2280,BOSS_FIGHT,9999.0,425.8,-11.8,28,3,2,10207.0,298.0,832,3,LEFT_STAMP,49,0,0,0,0,left-arm:40:10172:340:58:108|right-arm:280:10429:360:58:108|core:832:10317:332:64:68,left-arm,evade:LEFT_STAMP
2345,BOSS_FIGHT,9929.0,274.8,4.4,28,3,2,10207.0,298.0,819,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:280:10429:360:58:108|core:819:10317:332:64:68,left-arm,aim:left-arm
2375,BOSS_FIGHT,10059.0,375.8,-8.8,28,3,2,10207.0,298.0,804,3,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:280:10429:360:58:108|core:804:10317:332:64:68,right-arm,aim:right-arm
2400,BOSS_FIGHT,10174.0,339.0,5.0,28,3,2,10207.0,298.0,783,3,CROSSBEAM,55,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:280:10429:360:58:108|core:783:10317:332:64:68,right-arm,aim:right-arm
2488,BOSS_FIGHT,10279.0,425.8,-11.8,28,3,2,10207.0,298.0,674,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:255:10429:360:58:108|core:674:10317:332:64:68,right-arm,aim:right-arm
2520,BOSS_FIGHT,10279.0,344.6,5.6,28,3,2,10207.0,298.0,623,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:255:10429:360:58:108|core:623:10317:332:64:68,right-arm,aim:right-arm
2535,BOSS_FIGHT,10279.0,425.8,-11.8,28,3,2,10207.0,298.0,617,3,RIGHT_STAMP,72,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:255:10429:360:58:108|core:617:10317:332:64:68,right-arm,aim:right-arm
2628,BOSS_FIGHT,10129.0,360.0,0.0,28,3,2,10207.0,298.0,585,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:180:10429:360:58:108|core:585:10317:332:64:68,right-arm,aim:right-arm
2640,BOSS_FIGHT,10189.0,360.0,0.0,28,3,2,10207.0,298.0,585,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:180:10429:360:58:108|core:585:10317:332:64:68,right-arm,aim:right-arm
2654,BOSS_FIGHT,10249.0,360.0,0.0,28,3,2,10207.0,298.0,549,3,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:180:10429:360:58:108|core:549:10317:332:64:68,right-arm,aim:right-arm
2746,BOSS_FIGHT,10286.0,315.6,-0.4,10,3,2,10207.0,298.0,440,3,GIRDER_FALL,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:155:10429:360:58:108|core:440:10317:332:64:68,right-arm,damage:evade:GIRDER_FALL
2760,BOSS_FIGHT,10306.0,365.0,7.4,10,3,2,10207.0,298.0,419,3,GIRDER_FALL,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:155:10429:360:58:108|core:419:10317:332:64:68,right-arm,evade:GIRDER_FALL
2765,BOSS_FIGHT,10306.0,411.0,10.4,10,3,2,10207.0,298.0,419,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:155:10429:360:58:108|core:419:10317:332:64:68,right-arm,evade:GIRDER_FALL
2833,BOSS_FIGHT,10296.0,317.0,-1.6,25,3,2,10207.0,298.0,410,3,CROSSBEAM,78,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:145:10429:360:58:108|core:410:10317:332:64:68,right-arm,aim:right-arm
2880,BOSS_FIGHT,10291.0,315.8,0.2,25,3,2,10207.0,298.0,404,3,CROSSBEAM,31,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:145:10429:360:58:108|core:404:10317:332:64:68,right-arm,aim:right-arm
2927,BOSS_FIGHT,10278.0,320.0,2.0,7,3,2,10207.0,298.0,398,3,CROSSBEAM,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:145:10429:360:58:108|core:398:10317:332:64:68,right-arm,damage:aim:right-arm
2937,BOSS_FIGHT,10278.0,373.0,8.0,7,3,2,10207.0,298.0,398,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:145:10429:360:58:108|core:398:10317:332:64:68,right-arm,aim:right-arm
2984,BOSS_FIGHT,10278.0,373.0,8.0,7,3,2,10207.0,298.0,349,3,RIGHT_STAMP,72,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:120:10429:360:58:108|core:349:10317:332:64:68,right-arm,aim:right-arm
3000,BOSS_FIGHT,10198.0,375.8,-8.8,7,3,2,10207.0,298.0,349,3,RIGHT_STAMP,56,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:120:10408:349:58:108|core:349:10317:332:64:68,right-arm,evade:RIGHT_STAMP
3075,BOSS_FIGHT,10128.0,360.0,0.0,7,3,2,10207.0,298.0,322,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:120:10429:360:58:108|core:322:10317:332:64:68,right-arm,aim:right-arm
3103,BOSS_FIGHT,10248.0,360.0,0.0,7,3,2,10207.0,298.0,256,3,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:120:10429:360:58:108|core:256:10317:332:64:68,right-arm,aim:right-arm
3120,BOSS_FIGHT,10308.0,423.0,8.4,7,3,2,10207.0,298.0,241,3,GIRDER_FALL,69,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:120:10429:360:58:108|core:241:10317:332:64:68,right-arm,evade:GIRDER_FALL
3195,BOSS_FIGHT,9712.0,450.0,0.0,100,2,2,10207.0,298.0,164,3,RECONFIGURE,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:45:10429:360:58:108|core:164:10317:332:64:68,right-arm,evade:GIRDER_FALL
3240,BOSS_FIGHT,9927.0,445.8,12.2,100,2,2,10207.0,298.0,134,3,RECONFIGURE,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:45:10429:360:58:108|core:134:10317:332:64:68,right-arm,aim:right-arm
3290,BOSS_FIGHT,10162.0,360.0,0.0,100,2,2,10207.0,298.0,70,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:20:10429:360:58:108|core:70:10317:332:64:68,right-arm,aim:right-arm
3331,BOSS_FIGHT,10277.0,425.8,-11.8,100,2,2,10207.0,298.0,27,3,EXPOSED,0,240,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:27:10317:332:64:68,right-arm,aim:right-arm
3333,BOSS_FIGHT,10277.0,425.8,-11.8,100,2,1,10207.0,298.0,0,3,EXPOSED,0,0,0,0,0,,core,END:BOSS_DEFEATED
