tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
443,BOSS_FIGHT,9894.0,360.0,-7.6,64,3,3,9882.0,320.0,4618,1,COOLING,0,0,0,0,0,armor-plate:60:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4618:9956:382:96:82,armor-plate,damage:aim:armor-plate
480,BOSS_FIGHT,9749.0,414.6,-11.2,64,3,3,9882.0,320.0,4614,1,COOLING,0,0,0,0,0,armor-plate:50:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4614:9956:382:96:82,armor-plate,aim:armor-plate
542,BOSS_FIGHT,9851.0,450.0,0.0,46,3,3,9882.0,320.0,4571,1,COOLING,0,0,0,0,0,armor-plate:0:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4571:9956:382:96:82,heat-vent,damage:aim:heat-vent
600,BOSS_FIGHT,10116.0,450.0,0.0,46,3,3,9882.0,320.0,4415,1,COOLING,0,0,11,0,0,armor-plate:0:9884:367:62:91|heat-vent:89:10060:406:54:63|core:4415:9956:382:96:82,heat-vent,aim:heat-vent
720,BOSS_FIGHT,10196.0,450.0,0.0,46,3,3,9882.0,320.0,4127,1,COOLING,0,0,46,0,0,armor-plate:0:9884:367:62:91|heat-vent:54:10060:406:54:63|core:4127:9956:382:96:82,heat-vent,aim:heat-vent
754,BOSS_FIGHT,10196.0,450.0,0.0,46,3,3,9882.0,320.0,4031,1,DRILL_CHARGE,80,0,33,0,0,armor-plate:0:10058:367:62:91|heat-vent:67:9890:406:54:63|core:4031:9956:382:96:82,heat-vent,aim:heat-vent
840,BOSS_FIGHT,9751.0,450.0,0.0,46,3,3,9898.0,320.0,3823,1,DRILL_CHARGE,0,0,48,0,0,armor-plate:0:10074:367:62:91|heat-vent:52:9906:406:54:63|core:3823:9972:382:96:82,heat-vent,aim:heat-vent
863,BOSS_FIGHT,9781.0,450.0,0.0,46,3,3,10247.0,320.0,3823,1,COOLING,0,0,48,0,0,armor-plate:0:10423:367:62:91|heat-vent:52:10255:406:54:63|core:3823:10321:382:96:82,heat-vent,evade:DRILL_CHARGE
960,BOSS_FIGHT,10101.0,450.0,0.0,46,3,3,10247.0,320.0,3455,1,COOLING,0,0,90,0,0,armor-plate:0:10423:367:62:91|heat-vent:10:10255:406:54:63|core:3455:10321:382:96:82,heat-vent,aim:heat-vent
987,BOSS_FIGHT,10101.0,450.0,0.0,46,3,3,10247.0,320.0,3375,1,MAGMA_MORTAR,100,0,73,0,0,armor-plate:0:10423:367:62:91|heat-vent:27:10255:406:54:63|core:3375:10321:382:96:82,heat-vent,aim:heat-vent
1057,BOSS_FIGHT,10146.0,450.0,0.0,46,3,3,10247.0,320.0,3143,2,OVERHEATED,0,190,100,0,0,armor-plate:0:10423:367:62:91|heat-vent:0:10255:406:54:63|core:3143:10321:382:96:82,heat-vent,evade:MAGMA_MORTAR
1063,BOSS_FIGHT,10151.0,450.0,-13.0,46,3,3,10247.0,320.0,3143,2,RECONFIGURE,0,190,100,0,0,armor-plate:0:10423:367:62:91|heat-vent:0:10255:406:54:63|core:3143:10321:382:96:82,core,aim:core
1080,BOSS_FIGHT,10186.0,320.8,-2.8,46,3,3,10247.0,320.0,3127,2,RECONFIGURE,0,190,100,0,0,armor-plate:0:10423:367:62:91|heat-vent:0:10255:406:54:63|core:3127:10321:382:96:82,core,aim:core
1154,BOSS_FIGHT,10186.0,360.0,0.0,46,3,3,10247.0,320.0,3047,2,READY,0,190,100,0,0,armor-plate:0:10423:367:62:91|heat-vent:0:10255:406:54:63|core:3047:10321:382:96:82,core,aim:core
1200,BOSS_FIGHT,10186.0,360.0,0.0,46,3,3,10247.0,320.0,3027,2,READY,0,144,100,0,0,armor-plate:0:10423:367:62:91|heat-vent:0:10255:406:54:63|core:3027:10321:382:96:82,core,aim:core
1320,BOSS_FIGHT,10186.0,360.0,0.0,46,3,3,10247.0,320.0,2967,2,READY,0,24,100,0,0,armor-plate:0:10423:367:62:91|heat-vent:0:10255:406:54:63|core:2967:10321:382:96:82,core,aim:core
1353,BOSS_FIGHT,10213.0,360.0,0.0,28,3,3,10247.0,320.0,2947,2,READY,0,0,0,0,0,armor-plate:0:10423:367:62:91|heat-vent:100:10255:406:54:63|core:2947:10321:382:96:82,heat-vent,damage:aim:heat-vent
1371,BOSS_FIGHT,10228.0,381.6,4.8,28,3,3,10247.0,320.0,2891,2,COOLING,0,0,8,0,0,armor-plate:0:10423:367:62:91|heat-vent:92:10255:406:54:63|core:2891:10321:382:96:82,heat-vent,aim:heat-vent:melee
1440,BOSS_FIGHT,10118.0,450.0,0.0,28,3,3,10247.0,320.0,2739,2,COOLING,0,0,27,0,0,armor-plate:0:10423:367:62:91|heat-vent:73:10255:406:54:63|core:2739:10321:382:96:82,heat-vent,aim:heat-vent
1560,BOSS_FIGHT,10113.0,450.0,0.0,28,3,3,10247.0,320.0,2411,2,COOLING,0,0,67,0,0,armor-plate:0:10423:367:62:91|heat-vent:33:10255:406:54:63|core:2411:10321:382:96:82,heat-vent,aim:heat-vent
1561,BOSS_FIGHT,10118.0,450.0,0.0,28,3,3,10247.0,320.0,2411,2,DRILL_CHARGE,80,0,42,0,0,armor-plate:0:10249:367:62:91|heat-vent:58:10425:406:54:63|core:2411:10321:382:96:82,heat-vent,aim:heat-vent
1669,BOSS_FIGHT,10513.0,450.0,0.0,28,3,3,9847.0,320.0,2259,2,COOLING,0,0,49,0,0,armor-plate:0:9849:367:62:91|heat-vent:51:10025:406:54:63|core:2259:9921:382:96:82,heat-vent,evade:DRILL_CHARGE
1680,BOSS_FIGHT,10458.0,450.0,0.0,28,3,3,9847.0,320.0,2259,2,COOLING,0,0,49,0,0,armor-plate:0:9849:367:62:91|heat-vent:51:10025:406:54:63|core:2259:9921:382:96:82,heat-vent,aim:heat-vent
1779,BOSS_FIGHT,10173.0,450.0,0.0,28,3,3,9847.0,320.0,1795,2,OVERHEATED,0,190,100,0,0,armor-plate:0:9849:367:62:91|heat-vent:0:10025:406:54:63|core:1795:9921:382:96:82,heat-vent,aim:heat-vent
1800,BOSS_FIGHT,10093.0,327.0,-4.0,28,3,3,9847.0,320.0,1795,2,OVERHEATED,0,174,100,0,0,armor-plate:0:9849:367:62:91|heat-vent:0:10025:406:54:63|core:1795:9921:382:96:82,core,aim:core
1920,BOSS_FIGHT,9803.0,425.8,-11.8,28,3,3,9847.0,320.0,1535,2,OVERHEATED,0,58,100,0,0,armor-plate:0:9849:367:62:91|heat-vent:0:10025:406:54:63|core:1535:9921:382:96:82,core,aim:core
1978,BOSS_FIGHT,9803.0,320.8,-2.8,28,3,3,9847.0,320.0,1495,2,READY,0,0,0,0,0,armor-plate:0:9849:367:62:91|heat-vent:100:10025:406:54:63|core:1495:9921:382:96:82,core,aim:core
1992,BOSS_FIGHT,9850.0,339.0,5.0,10,3,3,9847.0,320.0,1480,2,READY,0,0,0,0,0,armor-plate:0:9849:367:62:91|heat-vent:100:10025:406:54:63|core:1480:9921:382:96:82,heat-vent,damage:aim:heat-vent
2002,BOSS_FIGHT,9885.0,390.8,9.2,10,3,3,9847.0,320.0,1465,3,RECONFIGURE,0,0,0,0,0,armor-plate:0:9849:367:62:91|heat-vent:100:10025:406:54:63|core:1465:9921:382:96:82,heat-vent,aim:heat-vent
2040,BOSS_FIGHT,10065.0,450.0,0.0,10,3,3,9847.0,320.0,1283,3,RECONFIGURE,0,0,18,0,0,armor-plate:0:9849:367:62:91|heat-vent:82:10025:406:54:63|core:1283:9921:382:96:82,heat-vent,aim:heat-vent
2097,BOSS_FIGHT,10155.0,450.0,0.0,10,3,3,9847.0,320.0,1147,3,READY,0,0,33,0,0,armor-plate:0:9849:367:62:91|heat-vent:67:10025:406:54:63|core:1147:9921:382:96:82,heat-vent,aim:heat-vent
2123,BOSS_FIGHT,10155.0,450.0,0.0,10,3,3,9847.0,320.0,1051,3,MAGMA_MORTAR,100,0,44,0,0,armor-plate:0:9849:367:62:91|heat-vent:56:10025:406:54:63|core:1051:9921:382:96:82,heat-vent,aim:heat-vent
2160,BOSS_FIGHT,10080.0,450.0,0.0,10,3,3,9847.0,320.0,835,3,MAGMA_MORTAR,66,0,66,0,0,armor-plate:0:9849:367:62:91|heat-vent:34:10025:406:54:63|core:835:9921:382:96:82,heat-vent,evade:MAGMA_MORTAR
2220,BOSS_FIGHT,10080.0,450.0,0.0,10,3,3,9847.0,320.0,459,3,OVERHEATED,0,190,100,0,0,armor-plate:0:9849:367:62:91|heat-vent:0:10025:406:54:63|core:459:9921:382:96:82,heat-vent,evade:MAGMA_MORTAR
2247,BOSS_FIGHT,9975.0,316.0,-1.0,10,3,2,9847.0,320.0,0,3,OVERHEATED,0,0,100,0,0,,core,END:BOSS_DEFEATED
