tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
782,BOSS_FIGHT,9745.0,317.0,-1.6,100,3,3,10217.0,260.0,5929,1,READY,0,0,0,1,8,left-organ:0:10217:383:64:87|right-organ:610:10423:383:64:87|core:5929:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
840,BOSS_FIGHT,9675.0,450.0,0.0,100,3,3,10217.0,260.0,5922,1,READY,0,0,0,0,8,left-organ:0:10217:383:64:87|right-organ:585:10423:383:64:87|core:5922:10305:304:94:128,right-organ,aim:right-organ
848,BOSS_FIGHT,9710.0,450.0,0.0,100,3,3,10217.0,260.0,5922,1,SPORE_FAN,80,0,0,0,8,left-organ:0:10217:383:64:87|right-organ:585:10423:383:64:87|core:5922:10305:304:94:128,right-organ,aim:right-organ
932,BOSS_FIGHT,10155.0,450.0,0.0,100,3,3,10217.0,260.0,5901,1,READY,0,0,0,0,13,left-organ:0:10217:383:64:87|right-organ:510:10423:383:64:87|core:5901:10305:304:94:128,right-organ,aim:right-organ
960,BOSS_FIGHT,10305.0,427.6,1.2,100,3,3,10217.0,260.0,5887,1,READY,0,0,0,0,10,left-organ:0:10217:383:64:87|right-organ:460:10423:383:64:87|core:5887:10305:304:94:128,right-organ,aim:right-organ
975,BOSS_FIGHT,10267.0,450.0,0.0,82,3,3,10217.0,260.0,5880,1,READY,0,0,0,0,10,left-organ:0:10217:383:64:87|right-organ:435:10423:383:64:87|core:5880:10305:304:94:128,right-organ,damage:aim:right-organ
997,BOSS_FIGHT,10272.0,450.0,0.0,82,3,3,10217.0,260.0,5873,1,HATCH,95,0,0,0,6,left-organ:0:10217:383:64:87|right-organ:410:10423:383:64:87|core:5873:10305:304:94:128,right-organ,aim:right-organ
1080,BOSS_FIGHT,10272.0,450.0,0.0,82,3,3,10217.0,260.0,5845,1,HATCH,16,0,0,0,5,left-organ:0:10217:383:64:87|right-organ:310:10423:383:64:87|core:5845:10305:304:94:128,right-organ,aim:right-organ
1097,BOSS_FIGHT,10254.0,450.0,0.0,64,3,3,10217.0,260.0,5838,1,HATCH,0,0,0,1,5,left-organ:0:10217:383:64:87|right-organ:285:10423:383:64:87|core:5838:10305:304:94:128,right-organ,damage:aim:right-organ
1098,BOSS_FIGHT,10259.0,450.0,0.0,64,3,3,10217.0,260.0,5838,1,READY,0,0,0,1,5,left-organ:0:10217:383:64:87|right-organ:285:10423:383:64:87|core:5838:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
1157,BOSS_FIGHT,10261.0,450.0,0.0,46,3,3,10217.0,260.0,5838,1,READY,0,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:285:10423:383:64:87|core:5838:10305:304:94:128,enemy:LURKER,damage:aim:enemy:LURKER
1159,BOSS_FIGHT,10271.0,450.0,0.0,46,3,3,10217.0,260.0,5838,1,RIGHT_TENDRIL,82,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:285:10423:383:64:87|core:5838:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
1200,BOSS_FIGHT,10346.0,450.0,0.0,46,3,3,10217.0,260.0,5831,1,RIGHT_TENDRIL,46,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:260:10423:383:64:87|core:5831:10305:304:94:128,right-organ,evade:RIGHT_TENDRIL
1248,BOSS_FIGHT,10364.0,450.0,0.0,28,3,3,10217.0,260.0,5817,1,RIGHT_TENDRIL,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:210:10423:383:64:87|core:5817:10305:304:94:128,right-organ,damage:evade:RIGHT_TENDRIL
1268,BOSS_FIGHT,10364.0,450.0,0.0,28,3,3,10217.0,260.0,5797,1,READY,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:210:10423:383:64:87|core:5797:10305:304:94:128,right-organ,evade:RIGHT_TENDRIL
1312,BOSS_FIGHT,10266.0,450.0,0.0,10,3,3,10217.0,260.0,5773,1,READY,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:160:10423:383:64:87|core:5773:10305:304:94:128,right-organ,damage:aim:right-organ
1320,BOSS_FIGHT,10276.0,450.0,0.0,10,3,3,10217.0,260.0,5773,1,READY,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:160:10423:383:64:87|core:5773:10305:304:94:128,right-organ,aim:right-organ
1332,BOSS_FIGHT,10276.0,450.0,0.0,10,3,3,10217.0,260.0,5773,1,SPORE_FAN,80,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:160:10423:383:64:87|core:5773:10305:304:94:128,right-organ,aim:right-organ
1417,BOSS_FIGHT,9712.0,450.0,0.0,100,2,3,10217.0,260.0,5738,1,RECONFIGURE,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:35:10423:383:64:87|core:5738:10305:304:94:128,right-organ,aim:right-organ
1440,BOSS_FIGHT,9827.0,450.0,0.0,100,2,3,10217.0,260.0,5738,1,RECONFIGURE,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:35:10423:383:64:87|core:5738:10305:304:94:128,right-organ,aim:right-organ
1474,BOSS_FIGHT,9992.0,450.0,0.0,100,2,3,10217.0,260.0,5724,1,EXPOSED,0,260,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:5724:10305:304:94:128,right-organ,aim:right-organ
1560,BOSS_FIGHT,10172.0,360.0,0.0,100,2,3,10217.0,260.0,5556,1,EXPOSED,0,185,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:5556:10305:304:94:128,core,aim:core
1680,BOSS_FIGHT,10172.0,360.0,0.0,100,2,3,10217.0,260.0,5220,1,EXPOSED,0,77,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:5220:10305:304:94:128,core,aim:core
1765,BOSS_FIGHT,10172.0,360.0,0.0,100,2,3,10217.0,260.0,4941,1,REBUILD,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:4941:10305:304:94:128,core,aim:core
1800,BOSS_FIGHT,10172.0,360.0,0.0,100,2,3,10217.0,260.0,4911,1,REBUILD,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:4911:10305:304:94:128,core,aim:core
1883,BOSS_FIGHT,10172.0,360.0,0.0,100,2,3,10217.0,260.0,4851,1,READY,0,0,0,0,0,left-organ:610:10217:383:64:87|right-organ:610:10423:383:64:87|core:4851:10305:304:94:128,core,aim:core
1920,BOSS_FIGHT,10082.0,360.0,0.0,100,2,3,10217.0,260.0,4851,1,READY,0,0,0,0,0,left-organ:610:10217:383:64:87|right-organ:610:10423:383:64:87|core:4851:10305:304:94:128,left-organ,aim:left-organ
1925,BOSS_FIGHT,10087.0,360.0,0.0,100,2,3,10217.0,260.0,4851,1,LEFT_TENDRIL,82,0,0,0,0,left-organ:610:10217:383:64:87|right-organ:610:10423:383:64:87|core:4851:10305:304:94:128,left-organ,aim:left-organ
2029,BOSS_FIGHT,10017.0,450.0,0.0,100,2,3,10217.0,260.0,4823,1,READY,0,0,0,0,0,left-organ:510:10217:383:64:87|right-organ:610:10423:383:64:87|core:4823:10305:304:94:128,left-organ,evade:LEFT_TENDRIL
2040,BOSS_FIGHT,10067.0,450.0,0.0,100,2,3,10217.0,260.0,4816,1,READY,0,0,0,0,0,left-organ:485:10217:383:64:87|right-organ:610:10423:383:64:87|core:4816:10305:304:94:128,left-organ,aim:left-organ
2094,BOSS_FIGHT,10067.0,450.0,0.0,100,2,3,10217.0,260.0,4795,1,HATCH,95,0,0,0,0,left-organ:410:10217:383:64:87|right-organ:610:10423:383:64:87|core:4795:10305:304:94:128,left-organ,aim:left-organ
2160,BOSS_FIGHT,10067.0,450.0,0.0,100,2,3,10217.0,260.0,4774,1,HATCH,32,0,0,0,0,left-organ:335:10217:383:64:87|right-organ:610:10423:383:64:87|core:4774:10305:304:94:128,left-organ,aim:left-organ
2195,BOSS_FIGHT,10072.0,450.0,0.0,100,2,3,10217.0,260.0,4760,1,READY,0,0,0,2,0,left-organ:285:10217:383:64:87|right-organ:610:10423:383:64:87|core:4760:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2259,BOSS_FIGHT,10077.0,450.0,0.0,100,2,3,10217.0,260.0,4739,1,RIGHT_TENDRIL,82,0,0,2,0,left-organ:210:10217:383:64:87|right-organ:610:10423:383:64:87|core:4739:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2280,BOSS_FIGHT,10007.0,425.8,-11.8,100,2,3,10217.0,260.0,4732,1,RIGHT_TENDRIL,62,0,0,2,0,left-organ:185:10217:383:64:87|right-organ:610:10423:383:64:87|core:4732:10305:304:94:128,enemy:LURKER,evade:RIGHT_TENDRIL
2361,BOSS_FIGHT,9927.0,450.0,0.0,100,2,3,10217.0,260.0,4725,1,READY,0,0,0,2,0,left-organ:160:10217:383:64:87|right-organ:610:10423:383:64:87|core:4725:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2400,BOSS_FIGHT,9842.0,450.0,0.0,100,2,3,10217.0,260.0,4725,1,READY,0,0,0,2,0,left-organ:160:10217:383:64:87|right-organ:610:10423:383:64:87|core:4725:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2426,BOSS_FIGHT,9832.0,450.0,0.0,100,2,3,10217.0,260.0,4725,1,SPORE_FAN,80,0,0,1,0,left-organ:160:10217:383:64:87|right-organ:610:10423:383:64:87|core:4725:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2507,BOSS_FIGHT,9742.0,316.0,-1.0,100,2,3,10217.0,260.0,4725,1,READY,0,0,0,1,8,left-organ:160:10217:383:64:87|right-organ:610:10423:383:64:87|core:4725:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2520,BOSS_FIGHT,9687.0,357.6,6.8,100,2,3,10217.0,260.0,4725,1,READY,0,0,0,1,8,left-organ:160:10217:383:64:87|right-organ:610:10423:383:64:87|core:4725:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2572,BOSS_FIGHT,9857.0,450.0,0.0,100,2,3,10217.0,260.0,4725,1,LEFT_TENDRIL,82,0,0,0,7,left-organ:160:10217:383:64:87|right-organ:610:10423:383:64:87|core:4725:10305:304:94:128,left-organ,aim:left-organ
2640,BOSS_FIGHT,10067.0,450.0,0.0,100,2,3,10217.0,260.0,4697,1,LEFT_TENDRIL,18,0,0,0,5,left-organ:60:10217:383:64:87|right-organ:610:10423:383:64:87|core:4697:10305:304:94:128,left-organ,aim:left-organ
2678,BOSS_FIGHT,10067.0,450.0,0.0,100,2,3,10217.0,260.0,4683,1,READY,0,0,0,0,4,left-organ:10:10217:383:64:87|right-organ:610:10423:383:64:87|core:4683:10305:304:94:128,left-organ,aim:left-organ
2736,BOSS_FIGHT,10244.0,450.0,0.0,82,2,3,10217.0,260.0,4662,1,READY,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:560:10423:383:64:87|core:4662:10305:304:94:128,right-organ,damage:aim:right-organ
2745,BOSS_FIGHT,10274.0,450.0,0.0,82,2,3,10217.0,260.0,4662,1,HATCH,95,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:560:10423:383:64:87|core:4662:10305:304:94:128,right-organ,aim:right-organ
2760,BOSS_FIGHT,10274.0,450.0,0.0,82,2,3,10217.0,260.0,4655,1,HATCH,81,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:535:10423:383:64:87|core:4655:10305:304:94:128,right-organ,aim:right-organ
2845,BOSS_FIGHT,10256.0,450.0,0.0,64,2,3,10217.0,260.0,4627,1,HATCH,0,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:435:10423:383:64:87|core:4627:10305:304:94:128,right-organ,damage:aim:right-organ
2846,BOSS_FIGHT,10261.0,450.0,0.0,64,2,3,10217.0,260.0,4627,1,READY,0,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:435:10423:383:64:87|core:4627:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2880,BOSS_FIGHT,10281.0,450.0,0.0,64,2,3,10217.0,260.0,4620,1,READY,0,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:410:10423:383:64:87|core:4620:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
2906,BOSS_FIGHT,10263.0,450.0,0.0,46,2,3,10217.0,260.0,4620,1,READY,0,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:410:10423:383:64:87|core:4620:10305:304:94:128,enemy:LURKER,damage:aim:enemy:LURKER
2908,BOSS_FIGHT,10273.0,450.0,0.0,46,2,3,10217.0,260.0,4620,1,RIGHT_TENDRIL,82,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:410:10423:383:64:87|core:4620:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
3000,BOSS_FIGHT,10113.0,450.0,0.0,46,2,3,10217.0,260.0,4603,1,RIGHT_TENDRIL,0,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:385:10423:383:64:87|core:4603:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
3010,BOSS_FIGHT,10113.0,450.0,0.0,46,2,3,10217.0,260.0,4603,1,READY,0,0,0,1,0,left-organ:0:10217:383:64:87|right-organ:385:10423:383:64:87|core:4603:10305:304:94:128,enemy:LURKER,aim:enemy:LURKER
3063,BOSS_FIGHT,10245.0,450.0,0.0,28,2,3,10217.0,260.0,4576,1,READY,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:319:10423:383:64:87|core:4576:10305:304:94:128,right-organ,damage:aim:right-organ
3077,BOSS_FIGHT,10275.0,450.0,0.0,28,2,3,10217.0,260.0,4541,1,SPORE_FAN,80,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:187:10423:383:64:87|core:4541:10305:304:94:128,right-organ,aim:right-organ
3120,BOSS_FIGHT,10275.0,450.0,0.0,28,2,3,10217.0,260.0,4511,1,SPORE_FAN,38,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:77:10423:383:64:87|core:4511:10305:304:94:128,right-organ,aim:right-organ
3132,BOSS_FIGHT,10275.0,450.0,0.0,28,2,3,10217.0,260.0,4487,1,EXPOSED,0,260,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:4487:10305:304:94:128,right-organ,aim:right-organ
3240,BOSS_FIGHT,10185.0,360.0,0.0,28,2,3,10217.0,260.0,3752,2,EXPOSED,0,162,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:3752:10305:304:94:128,core,aim:core
3241,BOSS_FIGHT,10190.0,360.0,0.0,28,2,3,10217.0,260.0,3752,2,RECONFIGURE,0,162,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:3752:10305:304:94:128,core,aim:core
3334,BOSS_FIGHT,10190.0,360.0,0.0,28,2,3,10217.0,260.0,2969,2,READY,0,162,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:2969:10305:304:94:128,core,aim:core
3360,BOSS_FIGHT,10185.0,360.0,0.0,28,2,3,10217.0,260.0,2724,2,READY,0,137,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:2724:10305:304:94:128,core,aim:core
3459,BOSS_FIGHT,10190.0,360.0,0.0,28,2,3,10217.0,260.0,1600,3,RECONFIGURE,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:1600:10305:344:94:132,core,aim:core
3480,BOSS_FIGHT,10185.0,360.0,0.0,28,2,3,10217.0,260.0,1600,3,RECONFIGURE,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:1600:10305:344:94:132,core,aim:core
3553,BOSS_FIGHT,10190.0,360.0,0.0,28,2,3,10217.0,260.0,1054,3,READY,0,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:1054:10305:344:94:132,core,aim:core
3579,BOSS_FIGHT,10190.0,360.0,0.0,28,2,3,10217.0,260.0,942,3,SPORE_FAN,80,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:942:10305:344:94:132,core,aim:core
3600,BOSS_FIGHT,10190.0,360.0,0.0,28,2,3,10217.0,260.0,886,3,SPORE_FAN,62,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:886:10305:344:94:132,core,aim:core
3670,BOSS_FIGHT,10185.0,360.0,0.0,28,2,3,10217.0,260.0,718,3,READY,0,0,0,0,12,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:718:10305:344:94:132,core,aim:core
3718,BOSS_FIGHT,10185.0,260.8,6.2,28,2,2,10217.0,260.0,306,3,SPORE_FAN,80,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:306:10305:344:94:132,core,aim:core
3720,BOSS_FIGHT,10185.0,275.0,7.4,28,2,2,10217.0,260.0,306,3,SPORE_FAN,78,0,0,0,0,left-organ:0:10217:383:64:87|right-organ:0:10423:383:64:87|core:306:10305:344:94:132,core,aim:core
3800,BOSS_FIGHT,10190.0,360.0,0.0,28,2,2,10217.0,260.0,0,3,SPORE_FAN,7,0,0,0,0,,core,END:BOSS_DEFEATED
