tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
647,BOSS_FIGHT,10355.0,394.0,-10.0,64,3,3,10207.0,298.0,3463,1,GIRDER_FALL,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:155:10429:360:58:108|core:3463:10317:332:64:68,right-arm,damage:evade:GIRDER_FALL
656,BOSS_FIGHT,10355.0,340.8,-5.8,64,3,3,10207.0,298.0,3433,1,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:155:10429:360:58:108|core:3433:10317:332:64:68,right-arm,evade:GIRDER_FALL
713,BOSS_FIGHT,10272.0,315.6,-0.4,46,3,3,10207.0,298.0,3381,1,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:130:10429:360:58:108|core:3381:10317:332:64:68,right-arm,damage:aim:right-arm
720,BOSS_FIGHT,10277.0,329.6,3.8,46,3,3,10207.0,298.0,3381,1,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:130:10429:360:58:108|core:3381:10317:332:64:68,right-arm,aim:right-arm
760,BOSS_FIGHT,10277.0,315.8,0.2,46,3,3,10207.0,298.0,3351,1,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:130:10429:360:58:108|core:3351:10317:332:64:68,right-arm,aim:right-arm
840,BOSS_FIGHT,10277.0,360.0,-7.6,46,3,3,10207.0,298.0,3301,1,CROSSBEAM,3,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:55:10429:360:58:108|core:3301:10317:332:64:68,right-arm,aim:right-arm
872,BOSS_FIGHT,10277.0,400.6,9.8,46,3,3,10207.0,298.0,3256,1,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:55:10429:360:58:108|core:3256:10317:332:64:68,right-arm,aim:right-arm
936,BOSS_FIGHT,10277.0,346.6,-6.4,46,3,3,10207.0,298.0,3227,1,RIGHT_STAMP,72,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:5:10429:360:58:108|core:3227:10317:332:64:68,right-arm,aim:right-arm
960,BOSS_FIGHT,10197.0,360.0,0.0,46,3,3,10207.0,298.0,3227,1,RIGHT_STAMP,48,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:5:10387:339:58:108|core:3227:10317:332:64:68,right-arm,evade:RIGHT_STAMP
1019,BOSS_FIGHT,10127.0,360.0,0.0,46,3,3,10207.0,298.0,3175,1,EXPOSED,0,240,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:3175:10317:332:64:68,right-arm,aim:right-arm
1080,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,3075,1,EXPOSED,0,188,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:3075:10317:332:64:68,core,aim:core
1200,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,2775,1,EXPOSED,0,80,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2775:10317:332:64:68,core,aim:core
1290,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,2525,1,REBUILD,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2525:10317:332:64:68,core,aim:core
1320,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,2510,1,REBUILD,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2510:10317:332:64:68,core,aim:core
1367,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,2465,2,RECONFIGURE,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2465:10317:332:64:68,core,aim:core
1440,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,2420,2,RECONFIGURE,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2420:10317:332:64:68,core,aim:core
1462,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,2390,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2390:10317:332:64:68,core,aim:core
1487,BOSS_FIGHT,10167.0,360.0,0.0,46,3,3,10207.0,298.0,2375,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2375:10317:332:64:68,core,aim:core
1560,BOSS_FIGHT,10227.0,360.0,0.0,46,3,3,10207.0,298.0,2315,2,GIRDER_FALL,16,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2315:10317:332:64:68,core,evade:GIRDER_FALL
1597,BOSS_FIGHT,10227.0,360.0,0.0,46,3,3,10207.0,298.0,2270,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2270:10317:332:64:68,core,evade:GIRDER_FALL
1673,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2270,2,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2270:10317:332:64:68,core,aim:core
1680,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,2270,2,CROSSBEAM,71,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2270:10317:332:64:68,core,aim:core
1777,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2270,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2270:10317:332:64:68,core,aim:core
1800,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,2270,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2270:10317:332:64:68,core,aim:core
1853,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2270,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2270:10317:332:64:68,core,aim:core
1920,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,2225,2,GIRDER_FALL,21,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2225:10317:332:64:68,core,evade:GIRDER_FALL
1961,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,2180,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2180:10317:332:64:68,core,evade:GIRDER_FALL
2038,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2180,2,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2180:10317:332:64:68,core,aim:core
2040,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2180,2,CROSSBEAM,76,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2180:10317:332:64:68,core,aim:core
2142,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2180,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2180:10317:332:64:68,core,aim:core
2160,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2180,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2180:10317:332:64:68,core,aim:core
2218,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2180,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2180:10317:332:64:68,core,aim:core
2280,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,2135,2,GIRDER_FALL,26,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2135:10317:332:64:68,core,evade:GIRDER_FALL
2327,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,2090,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2090:10317:332:64:68,core,evade:GIRDER_FALL
2400,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2045,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2045:10317:332:64:68,core,aim:core
2406,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,2045,2,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:2045:10317:332:64:68,core,aim:core
2517,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1940,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1940:10317:332:64:68,core,aim:core
2520,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,1940,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1940:10317:332:64:68,core,aim:core
2599,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1850,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1850:10317:332:64:68,core,aim:core
2640,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1805,2,GIRDER_FALL,47,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1805:10317:332:64:68,core,evade:GIRDER_FALL
2708,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1760,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1760:10317:332:64:68,core,evade:GIRDER_FALL
2760,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1760,2,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1760:10317:332:64:68,core,aim:core
2784,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1760,2,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1760:10317:332:64:68,core,aim:core
2880,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1760,2,CROSSBEAM,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1760:10317:332:64:68,core,aim:core
2888,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1760,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1760:10317:332:64:68,core,aim:core
2964,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1760,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1760:10317:332:64:68,core,aim:core
3000,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1730,2,GIRDER_FALL,51,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1730:10317:332:64:68,core,evade:GIRDER_FALL
3073,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1670,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1670:10317:332:64:68,core,evade:GIRDER_FALL
3120,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,1640,2,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1640:10317:332:64:68,core,aim:core
3152,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1625,2,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1625:10317:332:64:68,core,aim:core
3240,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,1550,2,CROSSBEAM,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1550:10317:332:64:68,core,aim:core
3262,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1535,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1535:10317:332:64:68,core,aim:core
3342,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1475,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1475:10317:332:64:68,core,aim:core
3360,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1460,2,GIRDER_FALL,68,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1460:10317:332:64:68,core,evade:GIRDER_FALL
3451,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1385,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1385:10317:332:64:68,core,evade:GIRDER_FALL
3480,BOSS_FIGHT,10232.0,360.0,0.0,46,3,3,10207.0,298.0,1385,2,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1385:10317:332:64:68,core,aim:core
3527,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1385,2,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1385:10317:332:64:68,core,aim:core
3600,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,1385,2,CROSSBEAM,5,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1385:10317:332:64:68,core,aim:core
3631,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1385,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1385:10317:332:64:68,core,aim:core
3707,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1385,2,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1385:10317:332:64:68,core,aim:core
3720,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1370,2,GIRDER_FALL,73,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1370:10317:332:64:68,core,evade:GIRDER_FALL
3816,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,1295,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1295:10317:332:64:68,core,evade:GIRDER_FALL
3840,BOSS_FIGHT,10262.0,360.0,0.0,46,3,3,10207.0,298.0,1280,2,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1280:10317:332:64:68,core,aim:core
3895,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1250,2,CROSSBEAM,78,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1250:10317:332:64:68,core,aim:core
3960,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,1190,2,CROSSBEAM,17,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1190:10317:332:64:68,core,aim:core
4005,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1160,2,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1160:10317:332:64:68,core,aim:core
4037,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1130,3,RECONFIGURE,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1130:10317:332:64:68,core,aim:core
4080,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,1100,3,RECONFIGURE,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1100:10317:332:64:68,core,aim:core
4132,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,1055,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1055:10317:332:64:68,core,aim:core
4200,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,1010,3,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:1010:10317:332:64:68,core,aim:core
4309,BOSS_FIGHT,10237.0,360.0,0.0,46,3,3,10207.0,298.0,920,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:920:10317:332:64:68,core,evade:GIRDER_FALL
4320,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,920,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:920:10317:332:64:68,core,aim:core
4378,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,905,3,CROSSBEAM,78,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:905:10317:332:64:68,core,aim:core
4440,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,845,3,CROSSBEAM,19,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:845:10317:332:64:68,core,aim:core
4488,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,815,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:815:10317:332:64:68,core,aim:core
4560,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,755,3,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:755:10317:332:64:68,core,aim:core
4669,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,665,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:665:10317:332:64:68,core,evade:GIRDER_FALL
4680,BOSS_FIGHT,10192.0,360.0,0.0,46,3,3,10207.0,298.0,665,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:665:10317:332:64:68,core,aim:core
4737,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,665,3,CROSSBEAM,78,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:665:10317:332:64:68,core,aim:core
4800,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,665,3,CROSSBEAM,15,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:665:10317:332:64:68,core,aim:core
4841,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,665,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:665:10317:332:64:68,core,aim:core
4909,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,665,3,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:665:10317:332:64:68,core,aim:core
4920,BOSS_FIGHT,10242.0,360.0,0.0,46,3,3,10207.0,298.0,665,3,GIRDER_FALL,74,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:665:10317:332:64:68,core,evade:GIRDER_FALL
5017,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,590,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:590:10317:332:64:68,core,evade:GIRDER_FALL
5040,BOSS_FIGHT,10262.0,360.0,0.0,46,3,3,10207.0,298.0,590,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:590:10317:332:64:68,core,aim:core
5085,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,590,3,CROSSBEAM,78,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:590:10317:332:64:68,core,aim:core
5160,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,590,3,CROSSBEAM,3,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:590:10317:332:64:68,core,aim:core
5189,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,590,3,READY,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:590:10317:332:64:68,core,aim:core
5257,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,590,3,GIRDER_FALL,85,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:590:10317:332:64:68,core,aim:core
5280,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,590,3,GIRDER_FALL,62,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:590:10317:332:64:68,core,evade:GIRDER_FALL
5363,BOSS_FIGHT,10247.0,360.0,0.0,46,3,3,10207.0,298.0,367,3,READY,0,0,0,0,2,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:367:10317:332:64:68,core,evade:GIRDER_FALL
5400,BOSS_FIGHT,10197.0,360.0,0.0,46,3,3,10207.0,298.0,284,3,READY,0,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:284:10317:332:64:68,core,aim:core
5433,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,214,3,CROSSBEAM,78,0,0,0,1,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:214:10317:332:64:68,core,aim:core
5520,BOSS_FIGHT,10187.0,360.0,0.0,46,3,3,10207.0,298.0,4,3,CROSSBEAM,0,0,0,0,0,left-arm:0:10207:360:58:108|right-arm:0:10429:360:58:108|core:4:10317:332:64:68,core,aim:core
5538,BOSS_FIGHT,10182.0,360.0,0.0,46,3,3,10207.0,298.0,0,3,CROSSBEAM,0,0,0,0,0,,core,END:BOSS_DEFEATED
